Chapter,Reference,Body,URL
Chapter 1 General,110.26(E),"""All service equipment, switchboards, switchgear, panelboards, and motor control centers shall be located in dedicated spaces and protected from damage. Exception: Control equipment that by its very nature     or because of other rules of the Code must be adjacent to or within sight of its operating     machinery shall be permitted in those locations."" ""Indoor installations shall comply with 110.26(E)(1)(a)    through (E)(1)(d). Dedicated Electrical Space. The space equal to the width and depth of the equipment and extending from the floor to a height of 1.8 m (6 ft) above the equipment or to the structural ceiling, whichever is lower, shall be dedicated to the electrical installation. No piping, ducts, leak protection apparatus, or other equipment foreign to the electrical installation shall be located in this zone.Exception: Suspended ceilings with removable panels shall be     permitted within the 1.8 m (6 ft) zone.Foreign Systems. The area above the dedicated space required by 110.26(E)(1)(a) shall be permitted to     contain foreign systems, provided protection is installed to avoid damage to the electrical     equipment from condensation, leaks, or breaks in such     foreign systems.Sprinkler Protection. Sprinkler protection shall be     permitted for the dedicated space where the piping complies with this section.Suspended Ceilings. A dropped, suspended, or similar ceiling     that does not add strength to the building structure shall not be considered a structural     ceiling."" ""Outdoor installations shall comply with 110.26(E)(2)(a)    through (E)(2)(c). Installation Requirements. Outdoor electrical equipment shall be the following:Installed in identified enclosuresProtected from accidental contact by unauthorized personnel or by     vehicular trafficProtected from accidental spillage or leakage from piping systems Work Space. The working clearance space shall include     the zone described in 110.26(A).     No architectural appurtenance or other equipment shall be located in this     zone. Dedicated Equipment Space. The     space equal to the width and depth of the equipment, and extending from grade to a height of 1.8 m     (6 ft) above the equipment, shall be dedicated to the electrical     installation. No piping or other equipment foreign to the     electrical installation shall be located in this zone.Exception: Structural overhangs or roof extensions shall be permitted in     this zone.""",https://2023.antflix.net/#110.26(E)
Chapter 1 General,110.26(F),"""Electrical equipment rooms or enclosures housing    electrical apparatus that are controlled by a lock(s) shall be considered accessible to qualified persons.""",https://2023.antflix.net/#110.26(F)
Chapter 1 General,110.27,"""110.27 Guarding of Live Parts""",https://2023.antflix.net/#110.27
Chapter 1 General,110.27(A),"""Except as elsewhere required or permitted by this    Code, live parts of electrical equipment operating at 50 to 1000 volts,    nominal shall be guarded against accidental contact by approved enclosures or by any of the following means: By location in a room, vault, or similar enclosure that     is accessible only to qualified persons.By permanent, substantial partitions or screens arranged so that only     qualified persons have access to the space within reach of the live parts. Any openings in such partitions or screens     shall be sized and located so that persons are not likely to come into accidental contact     with the live parts or to bring conducting objects into contact     with them.By location on a balcony, gallery, or platform elevated and arranged so as to     exclude unqualified persons.By elevation above the floor or other working surface as follows:A minimum of 2.5 m (8 ft) for 50 volts to 300 volts between ungrounded conductorsA minimum of 2.6 m (8 ft 6 in.) for 301 volts to 600 volts between ungrounded conductorsA minimum of 2.62 m (8 ft 7 in.) for 601 volts to 1000 volts between ungrounded conductors""",https://2023.antflix.net/#110.27(A)
Chapter 1 General,110.27(B),"""In locations where electrical equipment is likely to    be exposed to physical damage, enclosures or guards shall be so arranged    and of such strength as to prevent such damage.""",https://2023.antflix.net/#110.27(B)
Chapter 1 General,110.27(C),"""Entrances to rooms and other guarded locations that    contain exposed live parts shall be marked with    conspicuous warning signs forbidding unqualified persons to enter. The marking shall meet the    requirements in 110.21 (B).""",https://2023.antflix.net/#110.27(C)
Chapter 1 General,110.28,"""Enclosures (other than surrounding fences    or walls covered in 110.31) of switchboards, switchgear, enclosedpanelboards, industrial control panels, motor control centers, meter sockets, enclosed switches, transfer switches, power outlets, circuit breakers,    adjustable-speed drive systems, pullout switches, portable power distribution equipment, termination boxes, general-purpose transformers, fire    pump controllers, fire pump motors, and motor controllers, rated not    over 1000 volts nominal and intended for such locations, shall be marked with an enclosure-type number as    shown in Table 110.28. Table 110.28 shall be used for selecting these enclosures for use in specific locations other than hazardous (classified) locations. The enclosures are not intended to protect against conditions such as condensation, icing, corrosion, or contamination that may occur within the enclosure or enter via the raceway or unsealed openings.Table 110.28 Enclosure SelectionProvides a Degree of Protection Against the Following         Environmental ConditionsFor Outdoor UseEnclosure Type Number33R3S3X3RX3SX44X66PIncidental contact with     the enclosed equipmentXXXXXXXXXXRain, snow, and sleet XXXXXXXXXXSleet*--X--X----Windblown dustX-XX-XXXXXHosedown------XXXXCorrosive agents---XXX-X-XTemporary submersion --------XXProlonged     submersion---------XProvides a Degree of Protection Against the Following Environmental         ConditionsFor Indoor UseEnclosure Type Number1244X566P1212K13Incidental contact with     the enclosed equipmentXXXXXXXXXXFalling dirtXXXXXXXXXXFalling liquids and     light splashing-XXXXXXXXXCirculating dust, lint,     fibers, and flyings--XX-XXXXXSettling airborne dust,     lint, fibers, and flyings--XXXXXXXXHosedown and splashing     water--XX-XX---Oil and coolant seepage -------XXXOil or coolant spraying     and splashing---------XCorrosive agents---X--X---Temporary submersion -----XX---     Prolonged submersion     -     -     -     -     -     -     X     -     -     -*The mechanism shall be operable when ice covered.Informational Note No. 1: The term raintight is typically used in conjunction with Enclosure Types 3, 3S, 3SX, 3X, 4, 4X, 6, and 6P. The term rainproof is typically used in conjunction with Enclosure Types 3R and 3RX. The term watertight is typically used in conjunction with Enclosure Types 4, 4X, 6, and 6P. The term driptight is typically used in conjunction with Enclosure Types 2, 5, 12, 12K, and 13. The term dusttight is typically used in conjunction with Enclosure Types 3, 3S, 3SX, 3X, 4, 4X, 5, 6, 6P, 12, 12K, and 13.Informational Note No. 2: See ANSI/IEC 60529, Degrees of     Protection Provided by Enclosures, for ingress protection (IP) ratings.    Informational Note No. 3: See 502.10(A)(3), 502.10(B)(4), 503.10(A)(2), and 506.15(C)(9) for information on the use of dusttight enclosures in hazardous locations.Informational Note No. 4: Some enclosure types, such as 12, 12K, or 13 enclosures, may be marked with an ancillary -XH"" for corrosive and hosedown capable indoor enclosure.Informational Note No. 5: Some type 4X enclosures may be marked ""indoor only.""Informational Note No. 6: See UL 508A",https://2023.antflix.net/#110.28
Chapter 1 General,110.29,"""Where this Code specifies that one equipment shall be in sight from ",https://2023.antflix.net/#110.29
Chapter 1 General,1000,"""Part III Over 1000 Volts, Nominal""",https://2023.antflix.net/#1000
Chapter 1 General,110.30,"""Conductors and equipment used on circuits over 1000    volts, nominal, shall comply with Part I of this article and with 110.30 through 110.41, which supplement or    modify Part I. In no case shall this part apply to equipment on the supply side of the service point.""",https://2023.antflix.net/#110.30
Chapter 1 General,110.31,"""Electrical installations in a vault, room, or closet or in    an area surrounded by a wall, screen, or fence, access to which is controlled by a lock(s) or other    approved    means, shall be considered to be accessible to qualified persons only. The    type of enclosure used in a given case shall be designed and constructed    according to the nature and degree of the hazard(s) associated with the installation. For installations other than equipment as described in 110.31(D), a wall, screen, or fence shall be used to enclose an outdoor electrical installation to deter access by persons who are not qualified. A fence shall not be less than 2.1 m (7 ft) in height or a combination of 1.8 m (6 ft) or more of fence fabric and a 300 mm (1 ft) or more extension utilizing three or more strands of barbed wire or equivalent. The distance from the fence to live parts shall be not less than given in Table 110.31.Informational Note: See ANSI/IEEE C2-2017, National Electrical Safety Code, for clearances of conductors for specific system voltages and typical BIL ratings.Table 110.31 Minimum Distance from Fence to Live PartsNominal VoltageMinimum Distance to Live Partsmft1001—13 ,7993.051013 ,800—230 ,0004.5715Over     230 ,0005.49 18 """,https://2023.antflix.net/#110.31
Chapter 1 General,110.31(A),"""Where an electrical vault is required or specified for    conductors and equipment 110.31(A)(1) to (A)(5) shall apply."" ""The walls and roof shall be constructed of materials that    have adequate structural strength for the conditions, with a minimum fire rating of 3 hours. For the    purpose of this section, studs and wallboard construction shall not be permitted."" ""The floors of vaults in contact with the earth shall be of    concrete that is not less than 102 mm (4 in.) thick, but where the vault is constructed with a    vacant space    or other stories below it, the floor shall have adequate structural strength for the load imposed on    it and a minimum fire resistance of 3 hours."" ""Each doorway leading into a vault from the building    interior shall be provided with a tight-fitting door that has a minimum fire rating of 3 hours. The authority having jurisdiction shall be permitted to require such    a door for an exterior wall opening where conditions warrant. Exception to     (1), (2), and (3): Where the vault is protected with automatic sprinkler, water spray,     carbon dioxide, or halon, construction with a 1-hour rating shall be permitted."" ""Doors shall be equipped with locks, and doors shall be kept    locked, with access allowed only to qualified persons. Personnel doors shall open at least 90    degrees in the direction of egress and be equipped with listed panic hardware or listed fire exit    hardware. Informational Note: See UL 305, Standard     for Panic Hardware, for additional information, and UL10C, Standard for Safety for     Positive Pressure Fire Tests of Door Assemblies."" ""Where a transformer is installed in a vault as    required by Part II of Article 450, the vault shall be constructed in accordance with    Part III of Article 450. Informational Note No. 1: See ANSI/ASTM E119-2018a, Method for Fire Tests of Building Construction and Materials, for additional information, and see NFPA 80-2019, Standard for Fire Doors and Other Opening     Protectives.Informational Note No. 2: A typical 3-hour construction is 150 mm (6 in.) thick reinforced concrete.""",https://2023.antflix.net/#110.31(A)
Chapter 1 General,110.31(B),"""(B) Indoor Installations"" ""Indoor electrical installations that are accessible to unqualified persons shall be made with metal-enclosedequipment. Switchgear, transformers, pull    boxes, connection boxes, and other similar associated equipment shall be marked with appropriate    caution signs. Openings in ventilated dry-type transformers or similar openings in other    equipment shall be designed so that foreign objects inserted    through these openings are deflected from energized parts."" ""Indoor electrical installations considered accessible only to qualified persons in accordance with this    section shall comply with 110.34, 110.36, and 495.24.""",https://2023.antflix.net/#110.31(B)
Chapter 1 General,110.31(C),"""(C) Outdoor Installations"" ""Outdoor electrical installations that are open to    unqualified persons shall comply with Part IV of Article 235."" ""Outdoor electrical installations that have exposed live parts shall be accessible to qualified persons only in accordance with the first    paragraph of this section and shall comply with 110.34, 110.36, and 495.24.""",https://2023.antflix.net/#110.31(C)
Chapter 1 General,110.31(D),"""Ventilating or similar openings in equipment shall be    designed such that foreign objects inserted through these openings are deflected from energized parts. Where exposed to physical damage from vehicular traffic, suitable    guards shall be provided. Equipment located outdoors and accessible to unqualified persons shall be designed such that exposed nuts or bolts cannot be readily removed, permitting    access to live parts. Where equipment is accessible to unqualified persons and the bottom of the enclosure is less than 2.5 m (8 ft) above the floor or grade    level, the enclosure door or hinged cover shall be kept locked. Doors and    covers of enclosures used solely as pull boxes, splice boxes, or junction    boxes shall be locked, bolted, or screwed on. Underground box covers that weigh over 45.4 kg (100    lb) shall be considered as meeting this requirement.""",https://2023.antflix.net/#110.31(D)
Chapter 1 General,110.32,"""Sufficient space shall be provided and maintained    about electrical equipment to permit ready and safe operation and maintenance of    such equipment. Where energized parts are exposed, the minimum clear work space shall be not less than 2.0 m    (61/2 ft) high (measured vertically from the floor or platform) and the width    of the equipment or 914 mm (3 ft) wide (measured parallel to the equipment), whichever is greater. The depth shall be as required    in 110.34(A). In all cases, the work space shall permit at least    a 90-degree opening of doors or hinged panels. Within the height requirements of this section, other    equipment that is associated with the electrical installation and    is located above or below the electrical equipment shall be permitted to extend not    more than 150 mm (6 in.) beyond the front of the electrical equipment. Working space required by this    section shall not be used for storage. When normally enclosed live parts are exposed for inspection or servicing, the working space, if in a passageway or    general open space, shall be suitably guarded.""",https://2023.antflix.net/#110.32
Chapter 1 General,110.33,"""110.33 Entrance to Enclosures and Access to Working     Space""",https://2023.antflix.net/#110.33
Chapter 1 General,110.33(A),"""At least one entrance to enclosures for    electrical installations as described in 110.31 not less than 610 mm (24 in.) wide and 2.0 m    (61/2 ft) high shall be provided to give access to the working space about    electrical equipment. Open equipment doors shall not impede access to and egress from the working space. Access or egress is impeded if one or more simultaneously opened equipment doors restrict working space access to be less than 610 mm (24 in.) wide and 2.0 m (61/2 ft) high."" ""On switchgear and control panels exceeding    1.8 m (6 ft) in width, there shall be one entrance at each end of the equipment. A single    entrance to the required working space shall be permitted where either of the conditions in    110.33(A)(1)(a) or (A)(1)(b) is met. Unobstructed Exit. Where the location permits a     continuous and unobstructed way of exit travel, a single entrance to the working space shall be permitted.Extra Working Space. Where the depth of     the working space is twice that required by 110.34(A),     a single entrance shall be permitted. It shall be located so that the distance from the equipment to the nearest edge of the entrance is not less     than the minimum clear distance specified in Table 110.34(A) for equipment     operating at that voltage and in that condition."" ""Where bare energized parts at any voltage or    insulated energized parts above 1000 volts, nominal, are located adjacent    to such entrance, they shall be suitably guarded."" ""Where there are personnel doors intended for entrance to    and egress from the working space less than 7.6 m (25 ft) from the nearest edge of the    working space, the doors shall open at least 90 degrees in the direction    of egress and be equipped with listed panic hardware or listed fire exit hardware. Informational Note: See UL 305, Standard for Panic     Hardware, for additional information, and UL 10C, Standard for Safety for Positive     Pressure Fire Tests of Door Assemblies.""",https://2023.antflix.net/#110.33(A)
Chapter 1 General,110.33(B),"""Permanent ladders or stairways shall be provided to give    safe access to the working space around electrical equipment installed on platforms,    balconies, or mezzanine floors or in attic or roof rooms or spaces.""",https://2023.antflix.net/#110.33(B)
Chapter 1 General,110.34,"""110.34 Work Space and Guarding""",https://2023.antflix.net/#110.34
Chapter 1 General,110.34(A),"""Except as elsewhere required or permitted in this    Code, equipment likely to require examination, adjustment, servicing, or maintenance while energized shall have    clear working space in the direction of access to live parts of the    electrical equipment and shall be not less than specified in Table    110.34(A). Distances shall be measured from the live parts, if such are exposed, or from the enclosure front or opening if such are enclosed. The grade, floor, or platform in the required working    space shall    be kept clear, and the floor, grade, or platform in the working space shall be as level and flat as    practical for the entire depth and width of the working space. Exception:     Working space shall not be required in back of equipment such as switchgear or control assemblies     where there are no renewable or adjustable parts (such as fuses or switches) on the back and     where all connections are accessible from locations other     than the back. Where rear access is required to work on nonelectrical parts on the back of     enclosed equipment, a minimum working space of 762 mm (30 in.) horizontally shall be     provided.Table 110.34(A) Minimum Depth of Clear Working Space at Electrical EquipmentNominal Voltage to     GroundMinimum Clear DistanceCondition 1Condition 2Condition 31001—2500V900 mm (3 ft)1.2 m (4 ft)1.5 m (5 ft)2501—9000 V1.2 m (4 ft)1.5 m (5 ft)1.8 m (6 ft)9001—25 ,000 V1.5 m (5 ft)1.8 m (6 ft)2.8 m (9 ft)25 ,001 V—75 kV1.8 m (6 ft)2.5 m (8 ft)3.0 m (10 ft)Above     75 kV2.5 m     (8 ft)3.0 m     (10 ft)3.7 m     (12 ft)Note: Where the conditions are as follows:Condition 1 - Exposed live parts on one side of the working space and no live or grounded parts on the other side of the working space, or exposed live parts on both sides of the working space that are effectively guarded by insulating materials.Condition 2 - Exposed live parts on one side of the working space and grounded parts on the other side of the working space. Concrete, brick, or tile walls shall be considered as grounded.    Condition 3 - Exposed live parts on both sides of the working space.""",https://2023.antflix.net/#110.34(A)
Chapter 1 General,110.34(B),"""Where switches, cutouts, or other equipment operating at    1000 volts, nominal, or less are installed in a vault, room, or enclosure where there    are exposed live parts or exposed wiring operating at over 1000 volts, nominal, the high-voltage equipment shall be effectively separated    from the space occupied by the low-voltage equipment by a suitable partition, fence, or screen. Exception: Switches or other equipment operating at 1000 volts,     nominal, or less and serving only equipment within the high-voltage vault, room, or enclosure shall     be permitted to be installed in the high-voltage vault, room, or enclosure without a partition, fence, or screen if accessible to qualified persons only.""",https://2023.antflix.net/#110.34(B)
Chapter 1 General,110.34(C),"""The entrance to all buildings, vaults, rooms, or enclosures containing exposed live parts or exposed conductors operating at over 1000 volts, nominal, shall    be kept locked unless such entrances are under the observation of a qualified person    at all times. Permanent and conspicuous danger signs shall be provided. The danger sign shall meet the requirements in 110.21 (B) and shall read as follows:    DANGER - HIGH VOLTAGE - KEEP OUT""",https://2023.antflix.net/#110.34(C)
Chapter 1 General,110.34(D),"""Illumination shall be provided for all working spaces    about electrical equipment. Control by automatic means only    shall not be permitted. The lighting outlets shall be arranged so that persons changing lamps    or making repairs on the lighting system are not endangered by live parts or other equipment. The points of control shall be located so that persons are not likely to come in contact with any live part or moving part of the equipment while turning on the lights.    """,https://2023.antflix.net/#110.34(D)
Chapter 1 General,110.34(E),"""Unguarded live parts above working space shall    be maintained at elevations not less than required by Table 110.34(E).    Table 110.34(E) Elevation of Unguarded Live Parts     Above Working SpaceNominal Voltage Between         PhasesElevationmft1001—7500 V2.797501—35 ,000 V2.99 ft 6 in.Over     35 kVAdd     9.5 mm per kV above 35 kVAdd     0.37 in. per kV above 35 kV""",https://2023.antflix.net/#110.34(E)
Chapter 1 General,110.34(F),"""Pipes or ducts foreign to the electrical installation and    requiring periodic maintenance or whose malfunction would endanger the operation of the electrical    system shall not be located in the vicinity of the service equipment, switchgear, or    industrial control assemblies. Protection shall be provided where necessary    to avoid damage from condensation leaks and breaks in such foreign systems. Piping and other    facilities shall not be considered foreign if provided for fire protection of the electrical    installation.""",https://2023.antflix.net/#110.34(F)
Chapter 1 General,110.36,"""Circuit conductors shall be permitted to be installed in raceways;    in cable trays; as metal-clad cable Type MC; as bare wire, cable, and busbars; or as Type MV    cables or conductors as provided in 305.3, 305.9, 305.10, and 305.15. Bare live conductors shall comply    with 495.24. Insulators, together with their mounting and conductor attachments, where used as supports for wires, single-conductor cables, or busbars, shall be capable of safely withstanding the maximum magnetic forces that would prevail if two or more conductors of a circuit were subjected to short-circuit current.Exposed runs of insulated wires and cables that have a bare lead sheath or a braided outer covering shall be supported in a manner designed to prevent physical damage to the braid or sheath. Supports for lead-covered cables shall be designed to prevent electrolysis of the sheath.""",https://2023.antflix.net/#110.36
Chapter 1 General,110.40,"""Conductors shall be permitted to be terminated based on the    90°C (194°F) temperature rating and ampacity as given in Table 315.60(C)(1) through Table    315.60(C)(20), unless otherwise identified.""",https://2023.antflix.net/#110.40
Chapter 1 General,110.41,"""110.41 Inspections and Tests""",https://2023.antflix.net/#110.41
Chapter 1 General,110.41(A),"""Where required elsewhere in this Code, the    complete electrical system design, including settings for protective, switching, and control circuits, shall be prepared in advance and made available    on request to the authority having jurisdiction and shall be    tested when first installed on-site.""",https://2023.antflix.net/#110.41(A)
Chapter 1 General,110.41(B),"""A test report covering the results of the tests required in    110.41(A) shall be available to the authority having jurisdiction prior to energization and made    available to those authorized to install, operate, test, and maintain the system.""",https://2023.antflix.net/#110.41(B)
Chapter 1 General,1000,"""Part IV Tunnel Installations Over 1000 Volts,     Nominal""",https://2023.antflix.net/#1000
Chapter 1 General,110.51,"""110.51 General""",https://2023.antflix.net/#110.51
Chapter 1 General,110.51(A),"""This part shall apply to the installation and use of    high-voltage power distribution and utilization equipment that is portable, mobile, or both, such as substations, trailers, cars, mobile shovels, draglines, hoists, drills,    dredges, compressors, pumps, conveyors, underground excavators, and the like.""",https://2023.antflix.net/#110.51(A)
Chapter 1 General,110.51(B),"""Conductors and cables in tunnels shall be located above the    tunnel floor and so placed or guarded to protect them from physical damage.""",https://2023.antflix.net/#110.51(B)
Chapter 1 General,110.52,"""Motor-operated equipment shall be protected from overcurrent in accordance with Parts III, IV, and V of Article 430. Transformers shall be    protected from overcurrent in accordance with 450.3.""",https://2023.antflix.net/#110.52
Chapter 1 General,110.53,"""High-voltage conductors in tunnels shall be    installed in metal raceway, Type MC cable, or other approved multiconductor    cable. Multiconductor portable cable shall be permitted to supply mobile equipment.""",https://2023.antflix.net/#110.53
Chapter 1 General,110.54,"""110.54 Bonding and Equipment Grounding     Conductors""",https://2023.antflix.net/#110.54
Chapter 1 General,110.54(A),"""All non-current-carrying metal parts of electrical equipment and all metal raceways and cable sheaths shall    be solidly grounded and bonded to all metal pipes and rails at the    portal and at intervals not exceeding 300 m (1000 ft) throughout the tunnel.""",https://2023.antflix.net/#110.54(A)
Chapter 1 General,110.54(B),"""An equipment grounding    conductor shall be run with circuit conductors inside the metal raceway or inside the multiconductor cable    jacket. The equipment grounding conductor shall be permitted to    be insulated or bare.""",https://2023.antflix.net/#110.54(B)
Chapter 1 General,110.55,"""All transformers, switches, motor controllers, motors, rectifiers, and other equipment installed    belowground shall be protected from physical damage by location or guarding.""",https://2023.antflix.net/#110.55
Chapter 1 General,110.56,"""Bare terminals of transformers, switches, motor controllers, and other equipment shall be enclosed to prevent    accidental contact with energized parts.""",https://2023.antflix.net/#110.56
Chapter 1 General,110.57,"""Electrical controls for the ventilation system shall    be arranged so that the airflow can be reversed.""",https://2023.antflix.net/#110.57
Chapter 1 General,110.58,"""A switch or circuit breaker that simultaneously opens    all ungrounded conductors of the circuit shall be installed within    sight of each transformer or motor location for disconnecting the transformer or motor. The switch or circuit breaker    for a transformer shall have an ampere rating not less than the ampacity    of the transformer supply conductors. The switch or circuit breaker    for a motor shall comply with the applicable requirements of Part IX of Article 430.""",https://2023.antflix.net/#110.58
Chapter 1 General,110.59,"""Enclosures for use in tunnels shall be    drip-proof, weatherproof, or submersible as required by the environmental    conditions. Switch or contactor enclosures shall not be used as junction boxes or as raceways    for conductors feeding through or tapping off to other switches, unless the enclosures comply with    312.8.""",https://2023.antflix.net/#110.59
Chapter 1 General,110.70,"""Electrical enclosures intended for personnel entry    and specifically fabricated for this purpose shall be of sufficient size to provide safe work space about    electrical equipment with live parts that is likely to require    examination, adjustment, servicing, or maintenance while energized. Such enclosures shall have sufficient size to permit ready    installation or withdrawal of the conductors employed without damage to the conductors or to their    insulation. They shall comply with this part. Exception: Where electrical enclosures covered by Part V of this article are part of     an industrial wiring system operating under conditions of maintenance and supervision that     ensure that only qualified persons monitor and supervise the system,     they shall be permitted to be designed and installed in accordance with appropriate     engineering practice. If required by the authority having jurisdiction, design documentation shall     be provided.""",https://2023.antflix.net/#110.70
Chapter 1 General,110.71,"""Manholes, vaults, and their means of access shall be    designed under qualified engineering supervision and shall withstand all loads likely to be imposed    on the structures. Informational Note: See ANSI C2-2007, National Electrical Safety Code, for additional information on the loading that can be expected to bear on underground enclosures.""",https://2023.antflix.net/#110.71
Chapter 1 General,110.72,"""A clear work space not less than 900 mm (3 ft) wide    shall be provided where cables are located on both sides, and not less than 750 mm    (21/2 ft) where cables are only on one side. The vertical headroom shall be    not less than 1.8 m (6 ft) unless the opening is within 300 mm (1 ft), measured horizontally, of the    adjacent interior side wall of the enclosure. Exception: A manhole     containing only one or more of the following shall be permitted to have one of the     horizontal work space dimensions reduced to 600 mm (2 ft) where the other     horizontal clear work space is increased so the sum of the two dimensions is     not less than 1.8 m (6 ft):(1) Optical fiber cables(2) Power-limited fire alarm circuits supplied in accordance with 760.121(3) Class 2 or Class 3 remote-control and signaling circuits, or both, supplied in accordance with     725.60""",https://2023.antflix.net/#110.72
Chapter 1 General,110.73,"""Where electrical equipment with live parts that is    likely to require examination, adjustment, servicing, or maintenance while energized is installed in a manhole, vault, or other enclosure designed for personnel access, the work space and    associated requirements in 110.26 shall be met for installations operating at 1000 volts or    less. Where the installation is over 1000 volts, the work space and associated requirements in 110.34    shall be met. A manhole access cover that weighs over 45.4 kg (100 lb) shall be considered as    meeting the requirements of 110.26(F) and 110.34(C).""",https://2023.antflix.net/#110.73
Chapter 1 General,110.74,"""Conductors installed in manholes and other enclosures intended for personnel entry shall be cabled, racked    up, or arranged in an approved manner that provides ready and safe access for persons    to enter for installation and maintenance. The installation shall comply with 110.74(A) or 110.74(B), as applicable.""",https://2023.antflix.net/#110.74
Chapter 1 General,110.74(A)1000,"""Wire bending space for conductors operating at 1000    volts or less shall be provided in accordance with 314.28.""",https://2023.antflix.net/#110.74(A)1000
Chapter 1 General,110.74(B)1000,"""Conductors operating at over 1000 volts shall be provided    with bending space in accordance with 314.71(A) and (B), as applicable. Exception: Where 314.71(B) applies, each row or     column of ducts on one wall of the enclosure shall be calculated     individually, and the single row or column that provides the maximum distance shall be     used ,""",https://2023.antflix.net/#110.74(B)1000
Chapter 1 General,110.75,"""110.75 Access to Manholes""",https://2023.antflix.net/#110.75
Chapter 1 General,110.75(A),"""Rectangular access openings shall not be less than 650 mm x    550 mm (26 in. x 22 in.). Round access openings in a manhole shall be not less than 650 mm (26 in.)    in diameter. Exception: A manhole that has a fixed ladder that does not obstruct the opening or that     contains only one or more of the following shall be permitted to reduce the minimum cover     diameter to 600 mm (2 ft):(1) Optical fiber cables(2) Power-limited fire alarm circuits supplied in accordance with 760.121(3) Class 2 or Class 3 remote-control and signaling circuits, or both, supplied in accordance with     725.60""",https://2023.antflix.net/#110.75(A)
Chapter 1 General,110.75(B),"""Manhole openings shall be free of protrusions that could    injure personnel or prevent ready egress.""",https://2023.antflix.net/#110.75(B)
Chapter 1 General,110.75(C),"""Manhole openings for personnel shall be located where they    are not directly above electrical equipment or conductors in the enclosure. Where this is    not practicable, either a protective barrier or a fixed ladder shall be provided.""",https://2023.antflix.net/#110.75(C)
Chapter 1 General,110.75(D),"""Covers shall be over 45 kg (100 lb) or otherwise designed    to require the use of tools to open. They shall be designed or restrained so they cannot fall into    the manhole or protrude sufficiently to contact electrical conductors or equipment within the    manhole.""",https://2023.antflix.net/#110.75(D)
Chapter 1 General,110.75(E),"""Manhole covers shall have an identifying mark or logo that    prominently indicates their function, such as electric.""""
""110.76 Access to Vaults and Tunnels""""""",https://2023.antflix.net/#110.75(E)
Chapter 1 General,110.75(A),"""Access openings for personnel shall be located where they    are not directly above electrical equipment or conductors in the enclosure. Other    openings shall be permitted over equipment to facilitate installation, maintenance, or replacement    of equipment.""",https://2023.antflix.net/#110.75(A)
Chapter 1 General,110.75(B),"""In addition to compliance with the requirements of 110.34, if    applicable, access openings for personnel shall be arranged such that a person on the inside can    exit when the access door is locked from the outside, or in the case of normally locking by padlock,    the locking arrangement shall be such that the padlock can be closed on the locking system to    prevent locking from the outside.""",https://2023.antflix.net/#110.75(B)
Chapter 1 General,110.77,"""Where manholes, tunnels, and vaults have communicating    openings into enclosed areas used by the public, ventilation to open air shall    be provided wherever practicable.""",https://2023.antflix.net/#110.77
Chapter 1 General,110.78,"""Where conductors or equipment, or both, could be contacted by    objects falling or being pushed through a ventilating grating, both conductors and live parts shall be protected in accordance with the requirements of 110.27(A)(2) or 110.31(B)(1), depending on the voltage.        """,https://2023.antflix.net/#110.78
Chapter 1 General,110.79,"""Fixed ladders shall be corrosion    resistant.""",https://2023.antflix.net/#110.79
