Question,Answer
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#3* \n**Number of Conductors:** *23* \n**Conduit Type:** *RMC* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.1521 in²* \n**Total Area occupied by conductors:** *23 * 0.1521 in² = 3.4983 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(RMC)](https://2023.antflix.net#table_4(RMC)):</strong></u> \n**3 inch RMC:** *3.0 in²* \n**3-1/2 inch RMC:** *4.004 in²* \n**4 inch RMC:** *5.153 in²* \n**Link:** [Chapter 9 Table 4(RMC)](https://2023.antflix.net#table_4(RMC)) \n \n$$\text{Space occupied by conductors} = \frac{3.4983}{4.004} \approx 0.87$$**3-1/2 inch RMC conduit is 87% full with 23 #3 RHH, RHW, RHW-2 wires**\nQuestion: What size RMC conduit is needed to run 23 #3 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 23 #3 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #3 RHW-2 conductor is 0.1521 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 23 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 23 \times 0.1521 = 3.4983 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(RMC)), we can see the following: \n  - The 3 inch RMC conduit has a fill capacity of 3.0 in², which is **not sufficient** for our total area of 3.4983 in².\n  - The 3-1/2 inch RMC conduit has a fill capacity of 4.004 in², which **is sufficient** for our total area.\n  - The 4 inch RMC conduit has a fill capacity of 5.153 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 3-1/2 inch RMC conduit.\n* The maximum allowable fill capacity for this conduit size is 4.004 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(RMC)).\n\n**Conclusion** \nTo safely install 23 #3 RHW-2 conductors, you should use at least a 3-1/2 inch RMC conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 3-1/2 inch RMC conduit will be 87% full with 23 #3 RHH, RHW, RHW-2 wires.**"
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#3* \n**Number of Conductors:** *36* \n**Conduit Type:** *RMC* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.1521 in²* \n**Total Area occupied by conductors:** *36 * 0.1521 in² = 5.4756 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(RMC)](https://2023.antflix.net#table_4(RMC)):</strong></u> \n**4 inch RMC:** *5.153 in²* \n**5 inch RMC:** *8.085 in²* \n**6 inch RMC:** *11.663 in²* \n**Link:** [Chapter 9 Table 4(RMC)](https://2023.antflix.net#table_4(RMC)) \n \n$$\text{Space occupied by conductors} = \frac{5.4756}{8.085} \approx 0.68$$**5 inch RMC conduit is 68% full with 36 #3 RHH, RHW, RHW-2 wires**\nQuestion: What size RMC conduit is needed to run 36 #3 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 36 #3 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #3 RHW-2 conductor is 0.1521 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 36 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 36 \times 0.1521 = 5.4756 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(RMC)), we can see the following: \n  - The 4 inch RMC conduit has a fill capacity of 5.153 in², which is **not sufficient** for our total area of 5.4756 in².\n  - The 5 inch RMC conduit has a fill capacity of 8.085 in², which **is sufficient** for our total area.\n  - The 6 inch RMC conduit has a fill capacity of 11.663 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 5 inch RMC conduit.\n* The maximum allowable fill capacity for this conduit size is 8.085 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(RMC)).\n\n**Conclusion** \nTo safely install 36 #3 RHW-2 conductors, you should use at least a 5 inch RMC conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 5 inch RMC conduit will be 68% full with 36 #3 RHH, RHW, RHW-2 wires.**"
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#3* \n**Number of Conductors:** *28* \n**Conduit Type:** *RMC* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.1521 in²* \n**Total Area occupied by conductors:** *28 * 0.1521 in² = 4.2588 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(RMC)](https://2023.antflix.net#table_4(RMC)):</strong></u> \n**3-1/2 inch RMC:** *4.004 in²* \n**4 inch RMC:** *5.153 in²* \n**5 inch RMC:** *8.085 in²* \n**Link:** [Chapter 9 Table 4(RMC)](https://2023.antflix.net#table_4(RMC)) \n \n$$\text{Space occupied by conductors} = \frac{4.2588}{5.153} \approx 0.83$$**4 inch RMC conduit is 83% full with 28 #3 RHH, RHW, RHW-2 wires**\nQuestion: What size RMC conduit is needed to run 28 #3 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 28 #3 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #3 RHW-2 conductor is 0.1521 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 28 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 28 \times 0.1521 = 4.2588 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(RMC)), we can see the following: \n  - The 3-1/2 inch RMC conduit has a fill capacity of 4.004 in², which is **not sufficient** for our total area of 4.2588 in².\n  - The 4 inch RMC conduit has a fill capacity of 5.153 in², which **is sufficient** for our total area.\n  - The 5 inch RMC conduit has a fill capacity of 8.085 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 4 inch RMC conduit.\n* The maximum allowable fill capacity for this conduit size is 5.153 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(RMC)).\n\n**Conclusion** \nTo safely install 28 #3 RHW-2 conductors, you should use at least a 4 inch RMC conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 4 inch RMC conduit will be 83% full with 28 #3 RHH, RHW, RHW-2 wires.**"
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#3* \n**Number of Conductors:** *40* \n**Conduit Type:** *RMC* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.1521 in²* \n**Total Area occupied by conductors:** *40 * 0.1521 in² = 6.0840 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(RMC)](https://2023.antflix.net#table_4(RMC)):</strong></u> \n**4 inch RMC:** *5.153 in²* \n**5 inch RMC:** *8.085 in²* \n**6 inch RMC:** *11.663 in²* \n**Link:** [Chapter 9 Table 4(RMC)](https://2023.antflix.net#table_4(RMC)) \n \n$$\text{Space occupied by conductors} = \frac{6.0840}{8.085} \approx 0.75$$**5 inch RMC conduit is 75% full with 40 #3 RHH, RHW, RHW-2 wires**\nQuestion: What size RMC conduit is needed to run 40 #3 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 40 #3 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #3 RHW-2 conductor is 0.1521 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 40 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 40 \times 0.1521 = 6.0840 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(RMC)), we can see the following: \n  - The 4 inch RMC conduit has a fill capacity of 5.153 in², which is **not sufficient** for our total area of 6.0840 in².\n  - The 5 inch RMC conduit has a fill capacity of 8.085 in², which **is sufficient** for our total area.\n  - The 6 inch RMC conduit has a fill capacity of 11.663 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 5 inch RMC conduit.\n* The maximum allowable fill capacity for this conduit size is 8.085 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(RMC)).\n\n**Conclusion** \nTo safely install 40 #3 RHW-2 conductors, you should use at least a 5 inch RMC conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 5 inch RMC conduit will be 75% full with 40 #3 RHH, RHW, RHW-2 wires.**"
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#2* \n**Number of Conductors:** *14* \n**Conduit Type:** *EMT* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.175 in²* \n**Total Area occupied by conductors:** *14 * 0.175 in² = 2.4500 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(EMT)](https://2023.antflix.net#table_4(EMT)):</strong></u> \n**2-1/2 inch EMT:** *2.343 in²* \n**3 inch EMT:** *3.538 in²* \n**3-1/2 inch EMT:** *4.618 in²* \n**Link:** [Chapter 9 Table 4(EMT)](https://2023.antflix.net#table_4(EMT)) \n \n$$\text{Space occupied by conductors} = \frac{2.4500}{3.538} \approx 0.69$$**3 inch EMT conduit is 69% full with 14 #2 RHH, RHW, RHW-2 wires**\nQuestion: What size EMT conduit is needed to run 14 #2 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 14 #2 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #2 RHW-2 conductor is 0.175 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 14 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 14 \times 0.175 = 2.4500 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(EMT)), we can see the following: \n  - The 2-1/2 inch EMT conduit has a fill capacity of 2.343 in², which is **not sufficient** for our total area of 2.4500 in².\n  - The 3 inch EMT conduit has a fill capacity of 3.538 in², which **is sufficient** for our total area.\n  - The 3-1/2 inch EMT conduit has a fill capacity of 4.618 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 3 inch EMT conduit.\n* The maximum allowable fill capacity for this conduit size is 3.538 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(EMT)).\n\n**Conclusion** \nTo safely install 14 #2 RHW-2 conductors, you should use at least a 3 inch EMT conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 3 inch EMT conduit will be 69% full with 14 #2 RHH, RHW, RHW-2 wires.**"
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#2* \n**Number of Conductors:** *8* \n**Conduit Type:** *EMT* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.175 in²* \n**Total Area occupied by conductors:** *8 * 0.175 in² = 1.4000 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(EMT)](https://2023.antflix.net#table_4(EMT)):</strong></u> \n**2 inch EMT:** *1.342 in²* \n**2-1/2 inch EMT:** *2.343 in²* \n**3 inch EMT:** *3.538 in²* \n**Link:** [Chapter 9 Table 4(EMT)](https://2023.antflix.net#table_4(EMT)) \n \n$$\text{Space occupied by conductors} = \frac{1.4000}{2.343} \approx 0.60$$**2-1/2 inch EMT conduit is 60% full with 8 #2 RHH, RHW, RHW-2 wires**\nQuestion: What size EMT conduit is needed to run 8 #2 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 8 #2 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #2 RHW-2 conductor is 0.175 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 8 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 8 \times 0.175 = 1.4000 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(EMT)), we can see the following: \n  - The 2 inch EMT conduit has a fill capacity of 1.342 in², which is **not sufficient** for our total area of 1.4000 in².\n  - The 2-1/2 inch EMT conduit has a fill capacity of 2.343 in², which **is sufficient** for our total area.\n  - The 3 inch EMT conduit has a fill capacity of 3.538 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 2-1/2 inch EMT conduit.\n* The maximum allowable fill capacity for this conduit size is 2.343 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(EMT)).\n\n**Conclusion** \nTo safely install 8 #2 RHW-2 conductors, you should use at least a 2-1/2 inch EMT conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 2-1/2 inch EMT conduit will be 60% full with 8 #2 RHH, RHW, RHW-2 wires.**"
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#2* \n**Number of Conductors:** *14* \n**Conduit Type:** *EMT* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.175 in²* \n**Total Area occupied by conductors:** *14 * 0.175 in² = 2.4500 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(EMT)](https://2023.antflix.net#table_4(EMT)):</strong></u> \n**2-1/2 inch EMT:** *2.343 in²* \n**3 inch EMT:** *3.538 in²* \n**3-1/2 inch EMT:** *4.618 in²* \n**Link:** [Chapter 9 Table 4(EMT)](https://2023.antflix.net#table_4(EMT)) \n \n$$\text{Space occupied by conductors} = \frac{2.4500}{3.538} \approx 0.69$$**3 inch EMT conduit is 69% full with 14 #2 RHH, RHW, RHW-2 wires**\nQuestion: What size EMT conduit is needed to run 14 #2 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 14 #2 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #2 RHW-2 conductor is 0.175 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 14 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 14 \times 0.175 = 2.4500 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(EMT)), we can see the following: \n  - The 2-1/2 inch EMT conduit has a fill capacity of 2.343 in², which is **not sufficient** for our total area of 2.4500 in².\n  - The 3 inch EMT conduit has a fill capacity of 3.538 in², which **is sufficient** for our total area.\n  - The 3-1/2 inch EMT conduit has a fill capacity of 4.618 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 3 inch EMT conduit.\n* The maximum allowable fill capacity for this conduit size is 3.538 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(EMT)).\n\n**Conclusion** \nTo safely install 14 #2 RHW-2 conductors, you should use at least a 3 inch EMT conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 3 inch EMT conduit will be 69% full with 14 #2 RHH, RHW, RHW-2 wires.**"
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#2* \n**Number of Conductors:** *15* \n**Conduit Type:** *EMT* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.175 in²* \n**Total Area occupied by conductors:** *15 * 0.175 in² = 2.6250 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(EMT)](https://2023.antflix.net#table_4(EMT)):</strong></u> \n**2-1/2 inch EMT:** *2.343 in²* \n**3 inch EMT:** *3.538 in²* \n**3-1/2 inch EMT:** *4.618 in²* \n**Link:** [Chapter 9 Table 4(EMT)](https://2023.antflix.net#table_4(EMT)) \n \n$$\text{Space occupied by conductors} = \frac{2.6250}{3.538} \approx 0.74$$**3 inch EMT conduit is 74% full with 15 #2 RHH, RHW, RHW-2 wires**\nQuestion: What size EMT conduit is needed to run 15 #2 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 15 #2 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #2 RHW-2 conductor is 0.175 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 15 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 15 \times 0.175 = 2.6250 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(EMT)), we can see the following: \n  - The 2-1/2 inch EMT conduit has a fill capacity of 2.343 in², which is **not sufficient** for our total area of 2.6250 in².\n  - The 3 inch EMT conduit has a fill capacity of 3.538 in², which **is sufficient** for our total area.\n  - The 3-1/2 inch EMT conduit has a fill capacity of 4.618 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 3 inch EMT conduit.\n* The maximum allowable fill capacity for this conduit size is 3.538 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(EMT)).\n\n**Conclusion** \nTo safely install 15 #2 RHW-2 conductors, you should use at least a 3 inch EMT conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 3 inch EMT conduit will be 74% full with 15 #2 RHH, RHW, RHW-2 wires.**"
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#2* \n**Number of Conductors:** *20* \n**Conduit Type:** *EMT* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.175 in²* \n**Total Area occupied by conductors:** *20 * 0.175 in² = 3.5000 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(EMT)](https://2023.antflix.net#table_4(EMT)):</strong></u> \n**2-1/2 inch EMT:** *2.343 in²* \n**3 inch EMT:** *3.538 in²* \n**3-1/2 inch EMT:** *4.618 in²* \n**Link:** [Chapter 9 Table 4(EMT)](https://2023.antflix.net#table_4(EMT)) \n \n$$\text{Space occupied by conductors} = \frac{3.5000}{3.538} \approx 0.99$$**3 inch EMT conduit is 99% full with 20 #2 RHH, RHW, RHW-2 wires**\nQuestion: What size EMT conduit is needed to run 20 #2 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 20 #2 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #2 RHW-2 conductor is 0.175 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 20 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 20 \times 0.175 = 3.5000 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(EMT)), we can see the following: \n  - The 2-1/2 inch EMT conduit has a fill capacity of 2.343 in², which is **not sufficient** for our total area of 3.5000 in².\n  - The 3 inch EMT conduit has a fill capacity of 3.538 in², which **is sufficient** for our total area.\n  - The 3-1/2 inch EMT conduit has a fill capacity of 4.618 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 3 inch EMT conduit.\n* The maximum allowable fill capacity for this conduit size is 3.538 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(EMT)).\n\n**Conclusion** \nTo safely install 20 #2 RHW-2 conductors, you should use at least a 3 inch EMT conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 3 inch EMT conduit will be 99% full with 20 #2 RHH, RHW, RHW-2 wires.**"
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#2* \n**Number of Conductors:** *24* \n**Conduit Type:** *EMT* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.175 in²* \n**Total Area occupied by conductors:** *24 * 0.175 in² = 4.2000 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(EMT)](https://2023.antflix.net#table_4(EMT)):</strong></u> \n**3 inch EMT:** *3.538 in²* \n**3-1/2 inch EMT:** *4.618 in²* \n**4 inch EMT:** *5.901 in²* \n**Link:** [Chapter 9 Table 4(EMT)](https://2023.antflix.net#table_4(EMT)) \n \n$$\text{Space occupied by conductors} = \frac{4.2000}{4.618} \approx 0.91$$**3-1/2 inch EMT conduit is 91% full with 24 #2 RHH, RHW, RHW-2 wires**\nQuestion: What size EMT conduit is needed to run 24 #2 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 24 #2 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #2 RHW-2 conductor is 0.175 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 24 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 24 \times 0.175 = 4.2000 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(EMT)), we can see the following: \n  - The 3 inch EMT conduit has a fill capacity of 3.538 in², which is **not sufficient** for our total area of 4.2000 in².\n  - The 3-1/2 inch EMT conduit has a fill capacity of 4.618 in², which **is sufficient** for our total area.\n  - The 4 inch EMT conduit has a fill capacity of 5.901 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 3-1/2 inch EMT conduit.\n* The maximum allowable fill capacity for this conduit size is 4.618 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(EMT)).\n\n**Conclusion** \nTo safely install 24 #2 RHW-2 conductors, you should use at least a 3-1/2 inch EMT conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 3-1/2 inch EMT conduit will be 91% full with 24 #2 RHH, RHW, RHW-2 wires.**"
